Acc_X_lf,Acc_Y_lf,Acc_Z_lf,Acc_X_rf,Acc_Y_rf,Acc_Z_rf
7.888423443,6.455935955,-2.949755669,9.925278664,-1.748020768,1.470948815
7.676045895,6.669407845,-3.079130888,9.915657997,-1.827171803,0.90674305
7.637376308,6.790251255,-3.089639187,9.691673279,-2.522216797,0.01669517
7.622686386,6.908092022,-3.217963219,9.520133972,-3.090721607,-0.679476202
7.669035912,7.053536415,-3.483758211,9.432447433,-3.427739143,-1.092297196
7.692018032,7.211985111,-3.569260836,9.098842621,-3.710432291,-0.674017012
7.680623055,7.348807335,-3.558380127,8.704338074,-3.798728228,0.09296599
7.619330883,7.488987446,-3.501107454,8.443736076,-3.759906292,0.826072931
7.627947807,7.500091076,-3.380786419,8.34049511,-3.60644722,1.165896058
7.537752628,7.373343945,-3.246945858,8.469907761,-3.33220458,1.168108582
7.331861496,7.184794903,-3.129227877,9.079039574,-2.301459312,1.099212885
7.177936077,6.99139595,-3.178266287,10.04349995,-1.628051519,1.082869053
7.199444771,6.749526978,-3.166725397,10.4523859,-0.851127446,1.14979279
7.209450722,6.638041496,-2.908296585,10.40979576,-1.170357585,0.211734667
7.450342655,6.541028023,-2.859306097,9.884336472,-2.531302214,-0.694434404
7.341229439,6.47589016,-2.609463692,9.330920219,-3.614086866,-1.564357638
7.492518902,6.456647396,-2.71932435,9.120569229,-3.867610455,-1.770431638
7.604423046,6.361278534,-2.816649437,9.16261673,-3.313785553,-1.317551732
7.721731186,6.229278088,-2.998514175,9.194503784,-2.779509068,-0.690553844
7.666721821,6.102102757,-3.01205039,9.268296242,-2.325905561,-0.324997395
7.52555275,6.057300568,-3.100519896,9.366701126,-2.191096306,-0.071038723
7.425851822,6.027992249,-3.242551327,9.420830727,-2.193614721,0.312358141
7.494467735,5.958715439,-3.453518152,9.618031502,-2.119009018,0.426286846
7.602560043,5.887329102,-3.550878048,9.866569519,-1.821447015,0.44205758
7.811657429,5.814035892,-3.436668158,9.92436409,-1.953685164,0.030470688
7.861774921,5.67156601,-2.830104828,9.812568665,-2.101963758,-0.209010586
7.921718597,5.504108429,-2.622130156,9.592926979,-2.469264507,-0.377280921
8.249303818,5.455813885,-2.469940424,9.236300468,-3.024235725,-0.289931595
8.450469971,5.133860588,-2.400227308,8.927526474,-2.64603591,-0.094079286
8.601761818,4.780484676,-2.430344105,9.040282249,-2.302995682,-0.311890692
8.676370621,4.396093845,-2.29563117,9.268866539,-2.424517155,-0.214920476
8.75007534,4.189282894,-2.3988657,9.40826416,-2.390162945,-0.002959055
8.684402466,3.895926952,-2.500198364,9.797428131,-1.732118487,0.252665669
8.510550499,3.664535761,-2.69965148,10.21968174,-1.178733706,0.929509223
8.31435585,3.459143877,-2.813273191,10.20813751,-0.935607672,1.091788173
8.389136314,3.63801074,-2.746280193,9.825510025,-1.416643858,0.639549792
8.709328651,4.024717808,-2.273871183,9.579468727,-2.006465673,0.074288867
9.130130768,4.471994877,-1.66493237,9.486379623,-2.197211981,-0.370956093
9.498121262,4.755214214,-1.434802771,9.386127472,-2.189445734,-0.213780478
9.577111244,4.530082703,-1.236092925,9.228745461,-2.312996387,-0.304886281
9.295223236,3.872868538,-1.069936514,9.04672718,-2.798136473,-1.073936462
8.774092674,2.961856604,-1.283268809,9.427052498,-3.298210144,-0.482757568
8.267766953,1.673152447,-1.562432647,9.144453049,-2.468311548,0.214327008
7.794798851,0.747045338,-1.728272319,9.248102188,-1.970364451,0.623760819
7.428163052,0.220823631,-2.32486248,9.538085938,-1.430688858,1.037876725
7.662335396,-0.353591889,-2.500238657,9.864630699,-0.775501668,0.919561923
7.837003231,-0.492840677,-2.164427519,10.18197632,-0.917944252,0.518970728
8.223558426,-0.100078478,-1.771939635,10.06901073,-1.104155898,0.558642864
8.726052284,0.562249362,-1.070064902,9.765685081,-1.215363979,0.158136085
9.292656898,1.560838819,-0.481328577,9.671648979,-1.419121385,0.128610671
9.549550056,2.092581749,0.149687827,9.662822723,-1.426656365,0.216306448
9.82592392,2.453021049,0.943296909,9.716601372,-1.349240422,0.38010028
10.62267971,3.590854645,1.152536273,9.597503662,-1.15959239,0.540446699
11.30786514,4.498913765,1.842289209,9.301093102,-1.111304045,0.281444728
10.41047382,4.035179138,2.064915419,9.297826767,-1.11669755,-0.364992976
8.8583498,2.275188923,0.26252383,9.549300194,-1.282495022,-0.739741862
7.624975681,0.300497472,-1.203921795,9.706536293,-1.352759838,-0.69175595
7.657105446,-0.980870008,-1.682145238,9.75590992,-1.087540627,-0.588156164
8.393134117,-0.289030284,-2.171854019,9.747802734,-0.959873259,-0.329497606
8.839000702,1.522041202,-1.773846984,9.842448235,-1.205698133,-0.057487026
8.588068962,2.781592846,-1.079976797,9.576029778,-0.977534533,0.295222461
8.062612534,3.039422035,-0.461306572,9.391108513,-0.641203701,-0.230870917
7.630411148,2.332387686,0.043083787,9.850916862,-0.824082792,0.466637373
7.300517082,1.129667759,0.155998468,9.5103302,-0.182822898,1.130147934
7.265357494,0.33229208,-0.281736821,9.368432045,-0.083671883,1.125733495
7.641133308,0.210825741,-0.455373496,9.464299202,0.068589866,0.500147402
8.135353088,0.899815619,-0.624638021,9.609277725,0.000857624,-0.278550774
8.643774033,2.277262688,-0.934776187,9.796345711,-0.127981812,-0.60652113
8.954175949,3.999771118,-0.756153464,9.876695633,-0.201741382,-0.893178284
9.389505386,6.122974873,-0.967317402,9.796907425,-0.275062531,-1.106522083
9.797706604,7.88109684,-0.904870093,9.763717651,-0.372446895,-1.14323926
10.04526329,9.287992477,-1.445521355,9.692525864,-0.161568582,-1.148997307
10.61423302,9.913928986,-2.147875071,9.562423706,0.256343305,-1.176125407
10.72269917,9.160201073,-2.656415224,9.428349495,0.73314786,-1.060530305
10.57177734,7.170669079,-2.98543787,9.94487381,0.807670951,0.150749937
10.08989239,4.544974804,-2.22202611,9.46244812,1.212875128,0.76247853
9.553183556,2.48989892,-1.111698151,9.6083498,0.970807433,0.418637991
8.899869919,2.189460278,-0.395054579,9.577565193,0.46607101,-0.038568117
8.332790375,2.761991024,-0.716915965,9.457363129,0.055476081,-0.155210346
8.744809151,2.594941139,-1.118454576,9.369172096,-0.249161392,-0.627295971
8.951365471,2.101634502,-0.929712534,9.523900032,0.023513561,-0.704873443
9.439826965,2.66127634,-1.272823453,9.467217445,0.147056907,-0.234514952
10.2476902,3.364463091,-1.260196924,9.326963425,0.042691994,0.236295447
10.83323288,3.132926226,-0.420988351,9.448835373,-0.349820971,0.293566793
10.82089138,2.026217461,0.21949482,9.548443794,-0.526559055,-0.050761372
10.37299633,1.180276871,0.445960701,9.387115479,0.067488112,-0.159991041
10.35864067,0.272572726,-0.145701498,9.388629913,0.431486666,0.316627562
10.67425728,-0.453530163,-0.120587736,9.648168564,-0.284118593,0.432665765
10.95820808,-0.015631257,0.381377161,9.86425209,-1.255540609,-0.483696073
11.39791489,0.849911451,0.123906009,10.55561829,-1.481190681,-1.084992528
11.44709015,1.545053601,-0.351385951,11.37306976,-1.894927025,-1.114506841
10.88612556,2.458178997,-1.331236482,12.29955864,-2.35373807,-0.907820225
9.989948273,3.254825115,-2.29818964,13.53994465,-3.175462246,0.454301775
9.764497757,4.321205616,-2.791641235,14.10634708,-2.833075047,2.54410553
9.389572144,4.000249863,-2.191598415,15.20759583,-4.58862114,4.463106155
9.316402435,3.590621233,-1.092234969,14.7048912,-3.458070993,4.407156467
9.121966362,2.898579359,-0.330760568,15.56937027,1.015914321,2.171051025
9.331753731,2.739760876,0.375460267,17.26537514,1.942899108,2.233515501
10.17100143,2.144988537,0.887156725,13.45129395,-0.241784975,4.388768196
10.74764061,1.2821666,1.166824818,9.497896194,0.997292817,2.265943289
10.70419312,0.694668472,1.49713254,9.158376694,2.447417498,-0.767596185
10.55384827,0.203726023,1.49338007,8.687358856,7.914342403,-0.900671005
10.25347233,0.035405207,1.202129602,10.59155178,6.598969936,-0.658920109
9.932491302,0.429355949,0.856559157,10.04680538,-8.399913788,-4.538514137
9.700689316,0.964351296,0.379536748,12.52966213,-16.62896538,-5.579913139
9.55670166,1.358740568,-0.162180424,13.79896545,-12.26164341,-2.943978548
9.486477852,1.805022717,-0.479790449,12.58999062,-5.113125801,-2.01888442
9.560128212,2.077342033,-0.317350328,10.97771931,-1.174100518,-0.662074924
9.643894196,1.962837696,-0.075500309,9.591367722,-2.854310274,-0.143804014
9.75929451,1.725700617,0.013256182,9.173323631,-4.062896729,-1.968461633
9.847509384,1.781841874,0.108903535,9.513848305,-3.524067879,-3.016298771
9.821329117,1.922162414,0.384959728,9.248275757,-2.47314024,-2.507839918
9.785376549,1.701774001,0.778947532,8.358302116,-1.632894278,-2.451006889
9.591977119,1.359054446,1.044762135,8.397933006,-2.024631262,-2.938949585
9.317487717,1.63453722,0.620589912,8.615777016,-2.208805799,-2.929617405
9.608711243,1.411491513,0.710467339,8.757616997,-2.05401206,-2.4654634
9.5583601,1.012066007,0.785220742,8.455460548,-2.14234376,-1.980979443
9.665291786,1.176759005,0.439179331,7.749135971,-2.055346489,-1.905386806
9.600019455,1.568779945,-0.315344155,7.542515755,-1.525422454,-1.887106299
9.379794121,1.866999984,-0.834473789,7.747683525,-0.868425906,-1.550954819
9.261353493,1.895364642,-1.163203239,7.740400791,-0.239594489,-1.196703434
9.390464783,1.751803041,-1.143727541,8.007213593,0.408001631,-1.456548452
9.366980553,1.764501095,-0.816825807,8.995910645,0.387579054,-1.629059315
9.448969841,1.747554541,-0.209872961,9.703474045,-0.05086774,-1.569038391
9.678966522,1.253837705,0.341829091,9.732411385,0.073567472,-1.510131001
9.89826107,0.679755569,0.713397622,10.26679707,0.068981946,-1.394569635
10.16455555,0.464323521,0.593936741,10.73235226,-0.472597569,-0.7598961
10.24474812,0.732546926,0.263915509,10.80299664,-1.131679893,0.099828213
10.08643913,0.674330771,-0.348787814,10.48513794,-0.928720117,0.540525258
10.1217165,0.616290748,-0.93429929,10.10861492,0.348637879,0.493859619
10.10729218,0.916913271,-1.28767395,10.12437439,1.716340899,0.188012019
9.850765228,1.400012732,-1.807127953,10.454669,2.323873997,0.002118826
10.11163139,0.861119688,-0.813963234,10.81804085,2.031042814,0.340045691
10.10443401,0.590056717,-0.407326102,10.62158108,1.274554849,0.739783108
10.08146191,0.28749302,0.090527914,10.37032127,0.744588554,0.809782505
10.11184311,0.607080162,0.734590054,11.03087521,0.302795172,0.691705227
9.792282104,0.784156024,1.035573244,11.8054781,-0.294694573,0.902225614
9.762127876,0.354297817,0.885174394,11.76443195,-0.610723257,0.98988533
9.914090157,0.260984689,0.722639263,11.68328285,-0.583014488,1.013810277
9.864908218,0.524761438,0.415644526,11.46776962,-0.326614022,1.29795444
9.926668167,0.158211187,-0.166737467,11.01900196,0.223806411,1.936808348
10.18006706,-0.16905123,-0.49515906,10.46902657,0.759147406,2.455577135
10.25749493,0.167350918,0.031364147,10.01096916,1.358606935,2.713745356
10.16783333,0.376741767,0.315236688,9.597426414,1.991437078,2.820006132
10.32228947,0.243746698,0.210262999,9.08526516,2.513547421,2.51760006
10.37796116,0.514287055,0.097874388,9.064508438,3.207912683,1.85453558
9.578642845,1.744622827,-0.232497156,10.21526909,3.221054077,1.406744599
8.794514656,3.067767143,-1.315912485,11.62278843,2.518405199,1.317344546
8.817809105,2.530998707,-1.304648519,12.28472137,1.573747396,1.07092464
9.251415253,1.591549635,-1.410687566,12.09660625,0.812875032,0.541382134
9.860629082,0.683123589,-1.265610218,11.86242771,1.08528018,-0.416629314
10.63219643,1.013456106,-1.746862769,11.14375401,0.064612053,-0.325000167
10.55841255,-0.047566537,-1.149897337,10.250947,-1.273124337,0.257459641
10.17042542,-0.436854094,-1.142078996,9.294299126,-1.659907699,0.439834684
9.967616081,0.006126679,-1.47451365,9.363725662,0.079670608,0.594029546
9.562952995,1.158183217,-1.383828044,7.396971703,-1.632445574,0.75110209
9.491098404,-1.730546474,-1.199822307,9.046909332,-0.377792299,0.500615954
9.811255455,1.594083548,-0.084614895,9.76050663,0.457984865,0.718324602
9.629838943,2.125086546,-0.840509117,10.75636292,0.215284675,0.645663261
9.631027222,1.759492993,-0.789918303,11.26463509,-0.094562247,0.654368281
9.384602547,2.520430088,-0.612976491,11.6356411,-0.448140621,0.873759568
9.270716667,2.688075781,-0.575778365,11.396101,-0.95845437,0.910254657
9.499155998,2.209109545,-0.737696528,10.66530228,-1.327230215,0.840843022
9.655067444,1.840458751,-0.867604375,10.04098988,-1.592966676,0.658730268
9.725244522,1.520579696,-1.265264869,9.709566116,-1.574461102,0.527066171
9.81894207,1.203645349,-1.426345348,9.558603287,-1.191404223,0.507492185
9.868712425,1.15869081,-1.398329377,9.51615715,-0.773922026,0.452309251
9.826726913,1.242668271,-1.53698802,9.725081444,-0.417480886,0.45375514
9.794646263,1.85670507,-1.526540995,10.06818962,-0.458227217,0.838671207
9.44456768,2.234695673,-1.791899204,10.29751682,-0.815428734,1.139056087
9.364694595,2.284181833,-1.869189143,10.63186359,-1.046478748,0.952940106
9.499371529,2.185638666,-1.700211525,10.94094944,-1.074108124,0.787467837
9.53619957,1.813686371,-1.614209175,10.62635899,-1.150053024,0.631788075
9.683193207,1.543144345,-1.344732523,10.01308441,-1.604508877,0.165811792
9.708237648,1.156919837,-1.406764984,9.481373787,-2.433377504,-0.438360453
9.789662361,0.795509577,-1.642552733,9.30807972,-3.472176313,-0.830843329
9.838127136,0.551814675,-1.864551187,9.410788536,-4.329174995,-1.052253962
9.76442337,0.375683725,-1.887670636,9.555504799,-4.610554218,-1.280358195
9.834909439,0.326943398,-1.810591221,9.561796188,-4.202732086,-1.524176598
9.964459419,0.498225182,-1.325140953,9.627763748,-3.552649736,-1.643646836
9.8087883,0.764048815,-1.185211658,9.695045471,-3.058358192,-1.396139979
9.907417297,0.862741172,-1.476321936,9.607570648,-2.784963369,-1.004608512
9.911249161,0.967595577,-1.128641367,9.577322006,-2.727109432,-0.967647254
9.723603249,0.813932955,-0.943855405,9.670825958,-2.571268082,-1.082368493
9.83921814,0.695987344,-1.143855453,9.781780243,-2.305665016,-1.137616038
9.826515198,0.492485881,-1.203700662,9.781432152,-2.203145742,-1.277129531
9.672812462,0.492689013,-1.455857754,9.74256897,-2.278316736,-1.271079302
9.548906326,0.600896001,-1.778753996,10.01283741,-2.999536991,-1.105882645
9.57820797,0.506372929,-1.903554678,9.637363434,-1.993309855,-1.105497003
9.63794136,0.113652058,-1.147075772,9.148153305,-1.025437832,-1.368879795
9.760608673,-1.223878741,-0.141073376,9.282568932,-2.062627077,-2.759961367
10.29881859,-2.423470974,0.181044221,9.832084656,-2.582206011,-3.002561569
10.46308994,-1.968356609,1.40582788,10.21582699,-2.589187145,-3.087016821
10.16621399,-1.791254759,1.757821918,10.18794346,-2.111539602,-2.769449949
10.09302235,-1.036970615,1.882019758,10.08889389,-1.743133545,-2.739464521
10.0381403,-0.163906604,1.488658309,9.942714691,-2.021776438,-2.575303793
9.658997536,-0.617829978,1.591081858,9.702507019,-2.224463701,-2.805299282
10.23819733,2.154188871,-0.78527081,9.509575844,-2.594177723,-2.073376894
9.359115601,-0.332206875,0.491380036,9.533761978,-1.857542872,-1.411750674
9.509450912,1.143357158,-1.948251724,9.605154991,-2.98848176,-1.877611399
9.543610573,0.876985788,-0.242505416,9.921150208,-2.024838209,-1.91900754
10.01207352,0.070739649,0.485847652,9.879616737,-0.927433848,-1.790389895
10.01540565,-0.597363412,0.730989575,9.678545952,-0.727370203,-1.725163221
10.26495647,-0.444713056,1.192719936,9.657621384,-1.075973392,-1.762167454
10.02612305,-0.200446665,1.529752851,9.597062111,-1.386433244,-1.715569258
9.92154789,0.016519284,1.555613995,9.702865601,-1.691108704,-1.768117428
9.737550735,0.13929601,1.365482926,9.748158455,-1.874668241,-1.839578032
9.80003643,0.254790962,1.142588735,9.707055092,-1.857662082,-1.630233049
9.862589836,0.342664987,0.794336617,9.78950882,-1.981325865,-1.410871267
9.77867794,0.307526618,0.548224807,9.78469944,-1.951161027,-1.180812597
9.82059288,0.274080187,0.371160209,9.812460899,-1.881450772,-0.930290878
9.867210388,0.30573073,0.170068681,9.700138092,-2.037127972,-0.832056105
9.867675781,0.513725936,0.043075528,9.516832352,-2.277928829,-0.933885932
9.774043083,0.844906569,0.130366579,9.513949394,-2.285391092,-0.968283892
9.792297363,0.642986357,0.222662732,9.726020813,-2.093096256,-0.888096511
10.02080154,0.389888734,0.210316911,9.767989159,-1.995516658,-0.898926079
9.972654343,0.228972167,0.178425074,9.61655426,-2.043774843,-0.807771981
9.809201241,0.407925427,-0.018772155,9.342668533,-1.892643332,-0.639683008
9.656576157,0.434819311,-0.125303358,9.36999321,-2.065036058,-0.848191142
9.728782654,0.602448702,0.05094038,9.325641632,-2.23848033,-0.955555141
9.652476311,0.986477017,0.101021573,9.215098381,-2.400552511,-0.864361703
9.54770565,1.094055176,-0.010362003,9.280982018,-2.459288597,-0.83113116
9.623687744,1.356204391,0.100436613,9.262371063,-2.684337378,-0.941222548
9.641599655,1.196198821,0.222968787,9.327260971,-2.605360508,-0.928537786
9.609708786,0.638406992,0.246765852,9.442347527,-2.299787998,-0.949616373
9.715593338,0.503672004,0.253309786,9.478586197,-1.989230037,-1.130460382
9.768372536,0.201056242,0.667937756,9.553565979,-1.906043172,-1.377952456
9.924538612,0.142810926,0.79090482,9.527058601,-2.052644968,-1.382540226
9.919969559,0.373839766,0.603550494,9.355033875,-2.19710803,-1.429804921
9.786183357,0.687441587,0.52849263,9.167459488,-2.51448369,-1.378433228
9.592749596,1.070817232,0.419049025,9.067168236,-2.702743053,-1.37445271
9.483470917,1.296723962,0.452550083,8.97720623,-2.89512682,-1.340628147
9.46251297,1.429245114,0.473255426,9.108988762,-2.888097763,-1.03366375
9.544334412,1.152808666,0.297654778,9.485870361,-2.438611031,-0.811933219
9.837597847,0.453925461,0.457269937,9.747160912,-2.013497353,-0.819596052
9.886074066,-0.066383332,0.524567723,9.788459778,-2.012651443,-0.687439442
9.924091339,-0.054064374,0.39977923,9.637627602,-2.220499039,-0.553949237
9.867616653,0.285967886,0.047165979,9.449279785,-2.485033751,-0.483086914
9.774816513,0.550432384,0.008370154,9.320611,-2.639174461,-0.55900383
9.646058083,0.63432622,-0.005540953,9.420004845,-2.629691362,-0.539716184
9.706147194,0.470854491,-0.103499502,9.646755219,-2.478242636,-0.565396309
9.862490654,-0.025974015,-0.013609131,9.867734909,-2.203985691,-0.611792684
10.03863811,-0.421748698,0.171754852,9.814617157,-2.058949232,-0.679297268
10.02797699,-0.906111836,0.186150447,9.670173645,-2.344866991,-0.868508756
9.896048546,-1.365375996,0.308105767,9.166775703,-3.304012299,-1.272674441
9.893256187,-1.375712991,0.303317517,8.274179459,-4.925384998,-1.620602369
9.758452415,-1.575654149,0.410173953,7.726324081,-5.844649792,-1.862861156
9.605332375,-1.301114202,0.828104615,8.551306725,-4.797315121,-2.105848551
9.50334549,0.935476422,1.457301021,9.72714901,-3.788210392,-2.140954971
9.331214905,1.429785967,1.823577404,7.923885822,-7.432690144,-2.615791082
9.085163116,-3.162699699,1.971478462,9.634854317,-4.768431187,-2.283761024
9.889544487,0.233126014,2.640364647,9.510462761,-4.059051991,-2.023048878
10.17386341,-0.981999278,2.509024858,8.981982231,-4.439463139,-1.567705512
10.08339024,-2.197110653,2.089918852,8.885669708,-4.342885494,-1.658527613
10.1500845,-0.966596305,1.753204584,8.376298904,-4.892682552,-2.207891464
10.18524742,-0.911625266,1.491021872,8.491621971,-5.224654675,-1.951213479
9.767942429,0.211548746,1.180022955,8.346473694,-5.883681774,-1.959697008
9.658014297,0.413464844,1.497599363,9.140554428,-5.497075558,-3.081248283
9.909235001,0.663824141,1.9760288,9.189766884,-5.121430874,-3.024883986
9.554151535,0.95845139,2.285043716,8.629983902,-5.391450405,-2.203749657
9.310770988,0.774410367,2.596296072,8.070753098,-5.919136047,-1.892270088
9.43853569,0.91055584,2.95486331,7.453289986,-6.118245125,-1.959993839
9.615422249,0.907957792,3.071327209,7.278511524,-5.89175415,-1.841999054
9.621836662,1.078888059,2.974899292,7.391095161,-5.529580116,-1.798780322
9.662654877,1.272615314,2.68105197,7.457228661,-5.196630001,-1.669297457
9.535162926,1.446175098,1.71423471,7.325526714,-5.139569759,-1.778315306
9.569141388,1.342260361,0.089802384,7.235250473,-5.300397873,-1.972316384
9.418032646,1.705502629,-1.30558157,7.320582867,-5.721240997,-2.13265872
9.332687378,2.828299761,-1.944388151,7.340540886,-6.287860394,-2.276076555
9.516745567,2.646954775,-1.625136375,7.214644432,-6.896673679,-2.452986479
9.455373764,2.196298838,-0.951727927,6.975037098,-7.498382568,-2.687811375
9.589566231,1.960557222,0.416264832,6.795488358,-7.812392712,-2.837856054
9.513005257,1.353366256,1.978404403,6.792946339,-7.89543581,-2.868050575
9.632631302,0.204324186,2.411125422,6.910685539,-7.651715279,-2.982698679
10.07835388,-0.3437967,2.406124592,6.989094257,-6.913976669,-2.762237787
10.41075039,-0.394313812,1.99523747,6.987721443,-6.431289673,-2.47730875
10.50663471,-0.036805131,1.60098505,6.892446041,-6.156197548,-2.118119717
10.29648781,0.862684727,0.519899249,6.938577175,-6.315499783,-2.072852373
9.836691856,1.81474793,-0.58613807,7.2781744,-6.532222271,-2.469578266
9.734146118,2.425657511,-0.957631707,7.64743042,-6.758196354,-2.682049513
9.675999641,2.185894012,-0.907622397,7.711419582,-6.890664101,-2.839945078
9.685762405,1.917772889,-0.265827298,7.716621399,-7.141705513,-2.821132183
9.632025719,1.744592786,0.420591861,7.680492401,-7.321997643,-2.959100246
9.512495041,1.643939376,0.657552421,7.827891827,-7.268087387,-3.071475029
9.486013412,1.562836766,0.55407244,7.905622959,-7.320313454,-3.018753767
9.679558754,1.576920509,0.580951869,7.960998058,-7.61501646,-2.864061356
9.821632385,1.338567019,0.819342077,8.017066002,-7.886443615,-2.673407078
10.12674999,0.740179598,0.699183762,8.130677223,-7.726081371,-2.578497648
10.23486423,0.639974058,0.577682555,8.32023716,-7.494827747,-2.374617577
10.179245,0.899829626,0.41957131,8.474794388,-7.054353714,-2.490918398
9.847374916,1.483476639,0.273237973,8.448633194,-6.626905918,-1.915725708
9.523474693,2.352844,0.1359355,8.488124847,-7.004414558,-2.110472441
9.236773491,2.46444416,-0.038489651,8.718110085,-6.910681248,-1.970846772
9.144227982,2.359517336,-0.006980884,8.585497856,-6.851910591,-1.782825112
9.233679771,2.153058052,0.220929578,8.311012268,-6.886983871,-1.674375057
9.588537216,1.644921064,0.600240409,8.098911285,-7.044416428,-1.594589233
9.862398148,1.084284544,0.759977818,8.084646225,-7.143724442,-1.602392673
9.982536316,1.112875819,0.618849695,8.390307426,-6.87624836,-1.420902133
9.965748787,1.309896588,0.619411588,8.663169861,-6.346321106,-1.254809737
9.919270515,1.160119057,0.824630618,8.797067642,-5.612134457,-1.259052753
9.903360367,1.106940508,0.904046655,8.92579174,-5.1072855,-1.280932426
10.00872326,1.023743033,0.732915461,8.926915169,-4.790706635,-1.455466628
9.863577843,1.165222287,0.464673162,8.902540207,-4.284069061,-1.5400244
9.717235565,1.682263613,0.320570081,8.970906258,-4.313506126,-1.661286235
9.635066986,1.718097568,0.291657537,8.870771408,-4.291873932,-1.602096319
9.556062698,1.662688017,0.22210601,8.658455849,-4.306452274,-1.542449474
9.619047165,1.584807277,0.261847168,8.402706146,-4.240219116,-1.508991599
9.818043709,1.386361241,0.62457931,8.246523857,-3.852528572,-1.427479029
9.851037025,1.022825599,0.660463512,8.22440815,-3.227597713,-1.274214745
9.89556694,0.707370758,0.443284512,8.33479023,-2.673528433,-1.170887828
10.11709499,0.525372148,0.290919513,8.433740616,-2.393467188,-0.906680942
10.21973515,0.575726628,0.318992794,8.376981735,-2.331204653,-0.985082269
10.09270477,0.765663266,0.403354704,8.290530205,-2.23921752,-1.425886869
9.856225014,0.665917039,0.465905875,8.252133369,-1.910452008,-1.072649598
9.687020302,1.534509063,-0.213696569,8.088697433,-1.454076529,-0.5610466
9.814180374,1.394677758,0.577893794,7.92734766,-0.806262374,-0.068762265
9.650266647,1.363120556,0.796770155,7.762583733,-0.242081895,0.220816374
9.562500954,1.802040696,1.674689531,7.694567204,0.121934272,0.333213449
9.252983093,1.919099808,2.113604069,7.783220768,0.348992884,0.299798191
9.275462151,1.558504462,1.820250034,7.987184048,0.297703236,0.244871214
9.499653816,1.533276439,1.519558311,8.119127274,0.106702961,0.439149112
9.668107033,1.232029319,1.150968671,8.221678734,-0.025908127,0.449981898
9.875131607,0.570615649,0.611082137,8.427152634,-0.266910464,0.70397836
10.15156937,0.285913676,0.455677003,8.776679993,-1.150951624,1.045621753
10.08352661,0.224340856,0.55914712,8.569130898,-1.495682836,1.18290925
9.996663094,0.250292927,0.756490827,8.454752922,-1.125784278,1.278265476
9.736852646,0.28992635,0.737147868,8.502516747,-0.857306063,1.712874889
9.50987339,0.557070673,0.565972447,8.274208069,-1.349483252,1.563644767
9.496005058,0.795207024,-0.191615149,8.27347374,-3.647541761,0.018929664
9.897101402,0.897565365,-0.257257402,8.383939743,-5.819748878,-1.31156373
10.17019653,0.368942469,0.087350816,8.444121361,-6.166350842,-1.644228339
10.06608963,0.032941334,0.651387155,8.699557304,-5.496525764,-1.514117122
9.991404533,-0.257992446,0.860063791,8.622785568,-4.540149689,-0.468758404
